Word,Documents (With Count)
infernal,"[(235, 1)]"
hamidgam,"[(187, 1)]"
dodge,"[(56, 1)]"
podia,"[(55, 2), (76, 1), (167, 1), (174, 1), (236, 1), (457, 1), (478, 1)]"
namorado,"[(346, 1), (395, 1), (399, 1), (431, 1), (569, 1), (577, 1), (592, 1), (615, 1), (627, 1)]"
draga,"[(319, 1)]"
democracy,"[(146, 4)]"
michigan,"[(207, 1)]"
reajustes,"[(128, 1), (179, 1)]"
Áustria,"[(121, 1), (146, 1), (583, 1)]"
davos,"[(17, 1), (492, 1), (544, 1)]"
resistencia,"[(92, 1)]"
estruturar,"[(98, 1)]"
estruturam,"[(30, 1)]"
estrutural,"[(33, 1), (433, 1)]"
inglês,"[(12, 1), (17, 1), (37, 1), (86, 1), (126, 1), (163, 1), (249, 1), (250, 1), (266, 1), (554, 1)]"
centros,"[(138, 4), (171, 1), (179, 1), (471, 1), (561, 1), (568, 1)]"
social-democratas,"[(172, 1), (207, 1)]"
autocensura,"[(82, 1)]"
autoproclama,"[(583, 1)]"
didaticamente,"[(264, 1)]"
sentiria,"[(207, 1)]"
populacional,"[(118, 1)]"
condutor,"[(403, 1)]"
defendidas,"[(17, 1), (207, 1)]"
dpu,"[(48, 1), (380, 4)]"
ambulante,"[(249, 1)]"
topam,"[(502, 1)]"
duração,"[(138, 1), (146, 1), (566, 2)]"
ofender,"[(72, 1), (99, 1), (300, 1)]"
golfo,"[(17, 1), (573, 1), (583, 1)]"
apertar,"[(27, 1), (586, 1)]"
grau,"[(62, 1), (102, 2), (297, 2), (315, 1), (324, 1), (451, 1), (486, 1), (502, 1), (535, 1), (550, 1)]"
entenderem,"[(118, 1), (534, 1)]"
encerrar,"[(185, 1), (583, 1)]"
felipe,"[(28, 1), (99, 2), (102, 1), (158, 1), (302, 1), (327, 1), (452, 1), (457, 2), (501, 1), (545, 1)]"
necessário,"[(61, 1), (102, 1), (174, 1), (179, 1), (195, 2), (223, 1), (252, 3), (380, 1), (501, 1), (519, 2), (525, 1), (545, 1), (548, 1), (559, 1), (572, 1), (611, 1)]"
agride,"[(122, 1), (138, 1), (166, 1)]"
felipa,"[(448, 1)]"
agressor,"[(327, 3)]"
bebê,"[(82, 2)]"
processei,"[(508, 1)]"
pentelho,"[(239, 1), (452, 1)]"
grac,"[(27, 1)]"
necessária,"[(61, 1), (237, 1), (251, 2), (252, 1), (525, 1)]"
agenciadas,"[(76, 1)]"
crenças,"[(172, 2), (465, 5), (470, 4)]"
solo,"[(514, 1)]"
escreveu,"[(6, 1), (15, 1), (17, 1), (34, 1), (55, 1), (57, 1), (72, 1), (121, 1), (133, 1), (158, 1), (164, 1), (185, 1), (198, 1), (200, 1), (207, 1), (208, 1), (219, 1), (255, 2), (287, 1), (292, 1), (297, 3), (306, 1), (309, 1), (346, 1), (397, 1), (427, 1), (484, 1), (505, 1), (531, 1), (534, 1), (572, 4), (577, 1), (583, 1), (586, 1), (593, 1), (597, 1), (627, 2)]"
natureba,"[(252, 1)]"
sórdidos,"[(340, 1)]"
escrever,"[(30, 2), (167, 2), (249, 1), (288, 1), (548, 1), (572, 1)]"
humano,"[(27, 1), (118, 1), (123, 1), (251, 1), (291, 1)]"
roque,"[(179, 2), (233, 1)]"
comparada,"[(316, 1), (505, 1)]"
futebol,"[(127, 7), (146, 1), (160, 2), (165, 3), (171, 2), (174, 1), (477, 1)]"
bloqueado,"[(303, 1)]"
bloqueada,"[(88, 1), (545, 1)]"
utilizou,"[(99, 1), (338, 1), (367, 1), (450, 1), (457, 1)]"
humana,"[(48, 1), (51, 1), (76, 1), (208, 1), (256, 1), (288, 1), (496, 1)]"
envergonhou,"[(34, 1), (277, 1)]"
confundia,"[(289, 1)]"
fabricio,"[(548, 1)]"
urgência,"[(249, 1), (480, 1), (519, 1), (602, 1)]"
luz,"[(27, 1), (55, 2), (82, 2), (124, 1), (243, 2), (278, 1), (295, 1), (406, 1), (599, 1)]"
macron,"[(27, 9)]"
drown,"[(489, 1)]"
celas,"[(525, 1)]"
derrubado,"[(57, 1), (324, 1)]"
state,"[(146, 1)]"
vitórias,"[(268, 1), (409, 1)]"
confundir,"[(102, 1), (289, 3)]"
meninas,"[(132, 1), (237, 1), (249, 1), (403, 1), (459, 1), (466, 1), (477, 1), (492, 1), (613, 1), (627, 2), (635, 1)]"
xingar,"[(55, 1), (297, 1), (300, 1)]"
puder,"[(496, 1)]"
chamarem,"[(229, 1)]"
edir,"[(201, 1), (566, 2)]"
esperançosas,"[(114, 1)]"
concepções,"[(57, 1)]"
recortes,"[(573, 1)]"
trinta,"[(25, 1), (167, 1), (219, 1)]"
laranjeiras,"[(457, 2)]"
frente,"[(17, 3), (25, 1), (27, 3), (30, 1), (37, 5), (51, 1), (55, 5), (57, 1), (80, 1), (82, 3), (113, 1), (119, 1), (124, 1), (126, 1), (127, 1), (138, 1), (145, 1), (146, 3), (157, 1), (166, 1), (167, 1), (171, 2), (172, 1), (182, 2), (194, 1), (223, 1), (237, 1), (248, 1), (249, 2), (276, 1), (301, 1), (314, 1), (319, 1), (322, 1), (331, 1), (368, 1), (463, 1), (488, 1), (514, 2), (520, 1), (525, 2), (534, 1), (537, 1), (544, 1), (545, 1), (552, 1), (555, 1), (579, 1), (597, 1)]"
situacionista,"[(545, 1)]"
tabapuã,"[(223, 1)]"
achaques,"[(243, 1)]"
aderiram,"[(514, 1)]"
experiencia,"[(294, 1)]"
mago,"[(158, 2)]"
exercerem,"[(451, 1)]"
sola,"[(443, 1)]"
agindo,"[(10, 1), (198, 1), (268, 1), (534, 1)]"
processual,"[(72, 2), (465, 2)]"
assombrado,"[(256, 1)]"
degola,"[(128, 1), (315, 1)]"
domésticas,"[(76, 4), (433, 1)]"
aqui,"[(27, 1), (33, 1), (46, 1), (55, 2), (57, 1), (68, 1), (72, 1), (76, 1), (82, 2), (102, 2), (127, 2), (137, 1), (146, 1), (148, 1), (153, 2), (162, 1), (167, 1), (193, 1), (195, 1), (207, 1), (208, 2), (223, 4), (249, 3), (251, 1), (252, 2), (272, 1), (277, 2), (278, 1), (282, 1), (302, 1), (306, 5), (309, 1), (327, 1), (355, 1), (403, 1), (407, 1), (408, 1), (424, 1), (433, 1), (442, 1), (443, 3), (449, 1), (452, 1), (457, 1), (458, 1), (471, 1), (477, 2), (478, 1), (501, 1), (534, 1), (542, 1), (549, 2), (557, 1), (559, 2), (577, 1), (585, 1), (594, 1), (596, 1), (599, 1), (603, 1), (609, 2), (611, 1), (627, 3), (628, 1), (629, 1)]"
engalfinhavam-de,"[(248, 1)]"
photobombing,"[(554, 2)]"
olga,"[(17, 1)]"
identificados,"[(243, 1), (457, 1)]"
alvará,"[(160, 1), (466, 1)]"
ligada,"[(398, 1), (572, 1)]"
limite,"[(127, 1), (223, 1), (345, 1), (415, 1), (483, 1), (508, 1), (519, 1), (560, 1)]"
judiciária,"[(103, 1), (424, 1)]"
cumpridos,"[(76, 1)]"
limita,"[(27, 1), (153, 1)]"
mestrado,"[(454, 1)]"
delitos,"[(581, 2), (628, 1)]"
esquerdas,"[(17, 1), (519, 4)]"
vazio,"[(102, 1), (208, 1), (236, 1), (443, 1), (502, 1), (623, 1)]"
alegam,"[(273, 1), (289, 1)]"
judiciário,"[(37, 2), (52, 1), (57, 1), (61, 1), (102, 1), (123, 1), (146, 1), (198, 1), (217, 1), (365, 1), (367, 2), (424, 2), (430, 1), (496, 1), (577, 1), (627, 2)]"
costura,"[(76, 2), (167, 1)]"
trilionária,"[(210, 1)]"
santeiro,"[(174, 1)]"
mantenho,"[(430, 1)]"
impulsionou,"[(17, 1)]"
simbólico,"[(64, 1), (223, 1), (233, 1), (484, 1), (530, 1), (535, 1), (602, 1)]"
solucionar,"[(448, 1)]"
achincalhar,"[(552, 1)]"
carlinhos,"[(251, 1)]"
ódio,"[(17, 1), (25, 2), (30, 1), (61, 1), (86, 1), (138, 1), (167, 1), (172, 1), (174, 4), (208, 1), (212, 1), (248, 1), (252, 2), (255, 3), (260, 1), (289, 1), (300, 1), (445, 2), (459, 1), (514, 1), (526, 1), (545, 3), (553, 1), (575, 1), (627, 3)]"
negligenciados,"[(566, 1)]"
sentimos,"[(289, 2)]"
assédio,"[(55, 1), (243, 3), (375, 1)]"
defensoria,"[(48, 1), (160, 1), (380, 4), (477, 1)]"
temidos,"[(289, 1)]"
empregada,"[(174, 1), (360, 1), (503, 1)]"
minado,"[(130, 1)]"
funcionária,"[(103, 1), (158, 1)]"
painço,"[(252, 1)]"
espasmo,"[(212, 1)]"
dem�,"[(162, 1), (306, 1), (331, 1), (559, 2), (623, 1)]"
quis,"[(27, 1), (30, 1), (57, 2), (72, 1), (252, 1), (272, 1), (361, 1), (404, 1), (579, 1), (602, 1), (603, 1), (633, 1)]"
encapuzados,"[(229, 1)]"
ligado,"[(126, 1), (174, 1), (192, 1), (307, 1), (367, 1), (372, 1), (446, 1), (452, 1), (471, 1), (568, 1), (577, 1), (590, 3)]"
adversÁrios,"[(372, 1)]"
benfeitorias,"[(25, 1)]"
certidão,"[(525, 1)]"
zumbis,"[(291, 3), (502, 1)]"
bolsomito,"[(17, 1)]"
empresariais,"[(525, 2)]"
contínuos,"[(130, 1)]"
yad,"[(121, 1)]"
cena,"[(55, 1), (167, 1), (251, 1), (323, 1), (375, 1), (379, 1), (427, 1), (433, 4), (457, 1), (477, 1), (579, 1), (581, 1)]"
continuadas,"[(519, 1)]"
internautas,"[(13, 1), (158, 1), (307, 1), (367, 1), (446, 1), (459, 1), (462, 1)]"
palestrante,"[(346, 1)]"
indiciados,"[(227, 1)]"
paraquedista,"[(10, 1)]"
bocaalgumas,"[(457, 1)]"
mediocridade,"[(445, 1)]"
vexames,"[(622, 1)]"
concursos,"[(403, 1)]"
dnpm,"[(103, 1)]"
pinheiro,"[(299, 2), (316, 1), (362, 1), (400, 2), (448, 2), (545, 6)]"
netanyahu,"[(3, 4), (71, 2), (187, 2), (193, 2), (194, 1), (236, 1)]"
tweets,"[(577, 4)]"
buscavam,"[(566, 1), (613, 1)]"
fonético,"[(166, 1)]"
menores,"[(19, 1), (132, 1), (252, 1), (304, 1), (486, 1), (531, 3), (560, 1), (567, 1), (573, 1)]"
dura,"[(28, 1), (174, 1), (239, 1), (291, 1), (297, 1), (327, 1), (418, 1), (502, 1), (531, 1), (551, 1)]"
renegam,"[(105, 1)]"
constatou,"[(10, 1), (19, 1), (163, 1), (294, 1)]"
munições,"[(212, 1), (415, 1)]"
fantoche,"[(404, 1), (517, 1), (525, 1)]"
empregosarawinter,"[(438, 1)]"
aprendizado,"[(249, 2)]"
camarote,"[(579, 1)]"
aprovados,"[(57, 1)]"
desgastam,"[(331, 1)]"
smartphones,"[(623, 1)]"
mega,"[(534, 1), (583, 1)]"
florescer,"[(51, 1)]"
estilos,"[(30, 2)]"
pouso,"[(25, 1)]"
números,"[(17, 1), (102, 1), (114, 1), (127, 2), (153, 1), (179, 1), (237, 1), (268, 1), (273, 1), (294, 5), (549, 2), (567, 1), (579, 1), (613, 1)]"
vantagens,"[(61, 2), (126, 1), (525, 1), (552, 1), (613, 1)]"
desmarcar,"[(339, 1)]"
expande,"[(519, 1)]"
ostracismo,"[(403, 1)]"
chamar,"[(55, 1), (57, 1), (68, 1), (82, 2), (185, 1), (207, 1), (238, 1), (252, 1), (259, 1), (289, 1), (309, 1), (331, 1), (396, 1), (627, 1)]"
funcionário,"[(17, 1), (212, 2), (249, 1), (358, 1), (361, 1), (367, 1), (388, 1)]"
invisibilizadas,"[(82, 2)]"
brumadinho,"[(113, 1), (465, 1), (519, 2), (627, 1)]"
desune,"[(138, 1)]"
compromissos,"[(17, 1), (76, 1), (166, 1), (192, 1), (273, 1), (471, 1), (525, 1)]"
costuravam,"[(76, 1)]"
noves,"[(552, 1)]"
ini,"[(27, 1)]"
paquetá,"[(160, 2)]"
possibilidade,"[(30, 1), (70, 1), (86, 1), (91, 1), (99, 1), (103, 1), (121, 1), (127, 1), (137, 1), (179, 3), (251, 1), (255, 1), (270, 1), (289, 1), (304, 1), (327, 1), (367, 1), (380, 1), (448, 1), (525, 1), (568, 5), (585, 1), (603, 1), (609, 5), (627, 1)]"
cdhm,"[(25, 2), (119, 1)]"
secretário-executivo,"[(448, 1)]"
tendências,"[(207, 1), (217, 1), (585, 1)]"
manifestantes,"[(146, 1), (316, 1), (530, 1), (570, 1), (623, 1)]"
marienplatz,"[(146, 1)]"
recorte,"[(631, 1)]"
chacina,"[(627, 1)]"
xingamentos,"[(138, 1), (289, 1), (534, 1)]"
animosidade,"[(552, 1)]"
mesma,"[(12, 1), (27, 3), (55, 1), (80, 1), (108, 1), (132, 1), (138, 1), (147, 1), (174, 1), (179, 1), (187, 1), (198, 1), (200, 1), (208, 1), (223, 2), (229, 2), (232, 1), (252, 1), (289, 1), (291, 4), (297, 1), (302, 1), (340, 2), (360, 1), (368, 1), (374, 1), (390, 1), (404, 1), (407, 1), (418, 1), (433, 1), (451, 1), (465, 1), (470, 1), (471, 1), (477, 1), (480, 1), (519, 1), (525, 3), (526, 1), (548, 1), (555, 1), (572, 1), (573, 1), (592, 1), (593, 1), (597, 1), (602, 1), (623, 1)]"
encaminhando,"[(545, 1)]"
desconhecer,"[(76, 1), (121, 1), (294, 1)]"
comete,"[(55, 3), (58, 2), (229, 1), (324, 1), (549, 1), (577, 1)]"
ligações,"[(256, 1), (406, 1), (442, 1), (603, 1), (627, 1)]"
eugênia,"[(82, 1), (324, 6)]"
montevidéu,"[(583, 2)]"
contratasse,"[(252, 1)]"
extermínio,"[(407, 1), (454, 1)]"
golpistas,"[(171, 1), (309, 1), (445, 1)]"
desfile,"[(418, 1), (550, 1)]"
amêndoa,"[(252, 2)]"
importância,"[(30, 1), (59, 1), (68, 1), (102, 1), (126, 1), (174, 1), (182, 1), (237, 2), (239, 1), (282, 1), (289, 1), (297, 1), (433, 1), (465, 1), (525, 1), (526, 1), (572, 1)]"
tjrj,"[(401, 1)]"
parte,"[(3, 1), (10, 2), (11, 1), (17, 2), (27, 5), (30, 1), (33, 2), (37, 2), (51, 1), (52, 1), (57, 2), (59, 1), (60, 1), (61, 1), (73, 1), (82, 2), (91, 1), (103, 2), (108, 1), (114, 1), (118, 4), (124, 1), (130, 1), (132, 1), (137, 3), (138, 1), (145, 1), (146, 1), (158, 1), (160, 1), (167, 2), (171, 1), (174, 4), (179, 1), (185, 1), (194, 1), (207, 1), (208, 1), (223, 1), (227, 1), (229, 1), (235, 1), (243, 2), (248, 1), (252, 3), (264, 2), (266, 1), (268, 1), (273, 1), (278, 1), (289, 2), (294, 2), (304, 1), (313, 1), (316, 2), (338, 2), (345, 1), (367, 1), (368, 1), (376, 2), (379, 1), (402, 1), (403, 1), (407, 1), (448, 1), (455, 1), (457, 1), (467, 1), (478, 1), (517, 1), (525, 3), (530, 1), (531, 1), (534, 2), (542, 1), (549, 1), (555, 2), (573, 1), (582, 1), (584, 2), (585, 5), (586, 1), (599, 1), (611, 1), (613, 2), (615, 2), (627, 1), (630, 1), (631, 1)]"
desconhecem,"[(30, 1)]"
motocicletas,"[(119, 1)]"
vitor,"[(338, 1), (343, 1), (376, 1), (486, 1)]"
psicótico,"[(327, 2)]"
vapor,"[(540, 1)]"
parto,"[(252, 2), (478, 1)]"
recolhimento,"[(19, 1), (128, 1), (520, 1), (531, 2)]"
coibir,"[(525, 1), (627, 1)]"
uniram,"[(289, 2)]"
preparativos,"[(542, 1)]"
governança,"[(207, 2)]"
solange,"[(550, 1)]"
ventura,"[(338, 1)]"
roxas,"[(30, 1)]"
floresci,"[(615, 2)]"
governistas,"[(179, 1), (248, 1), (488, 1)]"
televisão,"[(13, 1), (201, 3), (252, 1), (304, 1), (518, 1), (566, 1), (576, 1), (579, 1)]"
boicotará,"[(514, 1)]"
analfabetos,"[(162, 1), (167, 6)]"
eleitores,"[(17, 1), (46, 1), (59, 1), (114, 1), (121, 2), (147, 4), (167, 1), (174, 1), (177, 1), (207, 3), (243, 1), (248, 1), (268, 1), (289, 2), (309, 1), (534, 1), (551, 1)]"
conviveram,"[(251, 1)]"
religiosos,"[(153, 1), (171, 1), (465, 5), (470, 5), (627, 1)]"
parecia,"[(55, 2), (219, 1), (316, 1), (457, 2), (579, 1), (594, 1)]"
coisa,"[(13, 1), (27, 2), (51, 2), (55, 8), (70, 1), (102, 2), (104, 1), (108, 1), (132, 1), (137, 1), (138, 1), (153, 1), (174, 2), (192, 1), (193, 1), (223, 3), (226, 1), (229, 1), (237, 1), (238, 1), (239, 1), (249, 1), (251, 1), (252, 9), (255, 1), (289, 3), (297, 1), (301, 1), (304, 1), (314, 1), (320, 1), (324, 1), (331, 1), (346, 1), (372, 1), (378, 2), (394, 1), (398, 4), (404, 1), (433, 1), (457, 2), (467, 1), (480, 1), (519, 1), (525, 1), (546, 1), (555, 1), (559, 1), (577, 2), (586, 1), (592, 1), (594, 1), (602, 1), (625, 1), (627, 2), (633, 2)]"
botafoguenses,"[(160, 1)]"
conspirando,"[(635, 1)]"
reafirmava,"[(34, 1)]"
carregavam,"[(572, 1)]"
barbárie,"[(171, 1), (268, 1), (534, 1)]"
gloria,"[(443, 3)]"
representante,"[(27, 1), (28, 1), (33, 1), (103, 1), (108, 1), (138, 1), (266, 1), (331, 1), (514, 1), (544, 1), (566, 1), (572, 1), (590, 1), (627, 1)]"
spree,"[(390, 1)]"
estado,"[(3, 2), (10, 1), (17, 3), (25, 1), (27, 6), (33, 1), (34, 1), (36, 1), (37, 3), (40, 2), (48, 2), (51, 1), (55, 4), (57, 2), (59, 1), (61, 4), (62, 1), (82, 3), (97, 1), (98, 1), (103, 4), (113, 2), (118, 1), (119, 2), (121, 2), (122, 2), (123, 1), (132, 1), (137, 1), (145, 2), (157, 1), (160, 1), (166, 4), (171, 1), (172, 2), (179, 2), (182, 1), (185, 2), (192, 13), (194, 1), (201, 1), (207, 3), (208, 1), (214, 1), (235, 1), (236, 1), (239, 2), (249, 2), (260, 1), (266, 1), (276, 1), (278, 1), (283, 1), (285, 1), (297, 2), (301, 1), (309, 1), (318, 2), (324, 2), (345, 4), (354, 1), (365, 1), (367, 1), (380, 5), (404, 1), (406, 1), (407, 1), (442, 1), (445, 3), (457, 4), (465, 4), (466, 1), (470, 3), (477, 3), (496, 2), (514, 2), (519, 1), (520, 1), (525, 1), (534, 1), (544, 1), (545, 7), (560, 1), (561, 1), (566, 3), (567, 1), (572, 3), (573, 2), (583, 2), (584, 1), (602, 1), (608, 1), (609, 1), (611, 1), (623, 1), (627, 4)]"
título,"[(3, 1), (51, 2), (121, 1), (130, 1), (145, 1), (266, 1), (277, 1), (297, 1), (320, 1), (365, 1), (398, 1), (404, 1), (431, 1), (442, 1), (480, 1), (483, 1), (505, 1), (579, 1), (631, 1)]"
tomada,"[(27, 1), (86, 1), (103, 1), (158, 1), (264, 1), (304, 1), (375, 1), (573, 1)]"
mudaria,"[(137, 1)]"
descartável,"[(318, 1)]"
aprová-la,"[(316, 1)]"
condená-lo,"[(62, 1), (322, 1)]"
criações,"[(237, 2)]"
montagem,"[(59, 2), (96, 1), (368, 1), (488, 1)]"
reverenciou,"[(309, 1)]"
meca,"[(104, 1), (171, 1), (207, 1), (297, 1)]"
shalon,"[(25, 2)]"
gravíssima,"[(121, 1)]"
vazou,"[(397, 1), (430, 1)]"
semelhantes,"[(114, 1), (577, 1), (583, 1)]"
ler-springorum,"[(378, 1)]"
balas,"[(99, 1), (252, 1), (270, 1)]"
seccional,"[(248, 1)]"
dúbia,"[(174, 1)]"
colação,"[(146, 1)]"
banquinhas,"[(146, 1)]"
coordenação,"[(138, 10), (289, 1), (319, 1), (448, 1), (502, 1), (514, 1), (590, 1)]"
continuação,"[(130, 1)]"
�os,"[(27, 1)]"
abstenção,"[(409, 1)]"
cupertino,"[(376, 6)]"
agredido,"[(219, 1)]"
onda,"[(57, 1), (59, 1), (146, 1), (252, 1), (345, 1), (577, 1)]"
avó,"[(28, 1), (577, 1), (633, 1)]"
pensa,"[(27, 3), (30, 1), (102, 1), (162, 1), (223, 1), (249, 1), (534, 1), (582, 1)]"
onde,"[(13, 1), (17, 1), (19, 1), (25, 4), (26, 1), (27, 1), (30, 1), (33, 1), (34, 1), (51, 1), (52, 2), (57, 4), (60, 1), (61, 1), (64, 1), (80, 1), (82, 2), (93, 1), (97, 1), (98, 1), (99, 1), (108, 1), (112, 1), (118, 1), (119, 2), (121, 1), (123, 1), (126, 1), (127, 3), (130, 1), (132, 2), (146, 1), (153, 3), (158, 1), (167, 1), (174, 2), (179, 1), (194, 1), (223, 1), (229, 1), (236, 1), (238, 1), (239, 1), (243, 3), (249, 1), (252, 2), (278, 4), (279, 1), (289, 1), (291, 1), (294, 3), (297, 2), (300, 1), (309, 1), (324, 1), (339, 1), (340, 1), (373, 1), (393, 1), (397, 1), (402, 1), (409, 1), (442, 1), (457, 2), (465, 1), (478, 1), (488, 1), (496, 1), (518, 2), (520, 1), (525, 2), (530, 1), (543, 1), (544, 3), (545, 1), (551, 1), (554, 1), (568, 2), (573, 1), (577, 1), (579, 1), (590, 1), (593, 2), (603, 1), (606, 1), (623, 1), (627, 3), (632, 1)]"
diáfano,"[(404, 1)]"
expulsá-los,"[(193, 1)]"
penso,"[(27, 6), (73, 1), (82, 1), (237, 1), (508, 1), (573, 2)]"
respeitoso,"[(579, 1)]"
empresários,"[(63, 1), (80, 1), (103, 2), (210, 1), (229, 1), (345, 1), (525, 7)]"
agredida,"[(59, 1)]"
estabilizou,"[(518, 1)]"
remuneradas,"[(158, 1)]"
associada,"[(62, 1)]"
sexta,"[(17, 1), (46, 1), (113, 1), (145, 1), (185, 1), (201, 1), (292, 1), (546, 1), (579, 1)]"
já,"[(3, 3), (6, 1), (10, 2), (13, 1), (19, 2), (25, 1), (28, 1), (30, 1), (33, 2), (34, 1), (36, 1), (37, 2), (40, 1), (46, 2), (48, 1), (51, 1), (52, 4), (55, 9), (56, 1), (57, 1), (59, 1), (62, 4), (64, 1), (68, 1), (70, 1), (72, 1), (73, 2), (76, 1), (82, 1), (91, 1), (96, 1), (97, 1), (98, 1), (99, 1), (102, 2), (103, 4), (108, 2), (112, 1), (114, 2), (118, 4), (119, 1), (121, 1), (122, 3), (123, 1), (124, 1), (126, 1), (127, 5), (130, 2), (133, 1), (134, 3), (137, 6), (138, 1), (145, 1), (146, 1), (153, 3), (157, 4), (158, 1), (160, 2), (162, 1), (166, 2), (167, 4), (171, 1), (174, 4), (179, 2), (185, 2), (192, 1), (194, 1), (195, 1), (198, 1), (201, 2), (210, 4), (214, 2), (217, 2), (219, 2), (223, 11), (227, 1), (229, 4), (232, 4), (236, 2), (237, 2), (239, 5), (243, 3), (248, 2), (249, 2), (250, 1), (251, 2), (252, 4), (255, 1), (256, 3), (264, 1), (268, 2), (270, 3), (277, 1), (278, 1), (283, 1), (289, 1), (295, 1), (297, 3), (301, 1), (306, 2), (308, 1), (309, 2), (315, 2), (316, 2), (319, 1), (320, 1), (322, 1), (323, 1), (324, 2), (327, 2), (331, 3), (338, 1), (345, 1), (346, 1), (354, 1), (355, 1), (361, 1), (362, 2), (367, 3), (368, 1), (372, 1), (375, 1), (376, 1), (379, 5), (380, 1), (384, 1), (390, 1), (397, 1), (398, 3), (399, 1), (400, 2), (403, 1), (404, 6), (406, 2), (412, 1), (415, 1), (418, 3), (421, 2), (429, 1), (433, 1), (442, 2), (448, 1), (449, 1), (454, 1), (457, 2), (459, 1), (460, 1), (462, 1), (465, 1), (466, 2), (471, 1), (477, 4), (478, 1), (480, 3), (483, 1), (488, 1), (496, 2), (505, 1), (508, 1), (514, 4), (520, 1), (523, 1), (525, 12), (526, 1), (531, 2), (534, 2), (540, 1), (542, 1), (545, 3), (549, 2), (551, 1), (552, 5), (560, 1), (567, 1), (569, 1), (572, 3), (573, 1), (577, 5), (579, 2), (582, 2), (583, 5), (585, 3), (586, 3), (590, 3), (596, 1), (597, 1), (600, 1), (602, 2), (603, 2), (609, 1), (613, 2), (615, 1), (627, 4), (628, 3)]"
alterações,"[(102, 1), (137, 1), (289, 1), (421, 1), (448, 2), (505, 1)]"
genuína,"[(466, 1)]"
sincronismo,"[(219, 1), (559, 1), (581, 1)]"
mobiliários,"[(158, 1)]"
associado,"[(99, 1), (121, 1), (219, 1), (252, 1), (365, 1), (465, 1), (573, 1)]"
aguçam,"[(264, 1)]"
submetido,"[(63, 1), (76, 1), (219, 1), (357, 1)]"
procurarem,"[(238, 1)]"
avÓ,"[(238, 1)]"
mortalidade,"[(179, 2), (352, 2)]"
feirinha,"[(146, 1)]"
testemunha,"[(52, 1), (61, 1), (327, 1)]"
passava,"[(25, 1), (270, 1), (295, 1), (471, 1), (602, 1)]"
